,App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,CurrentVer,AndroidVer,ContentRatingNUM
5371,I am Millionaire - Richest guy in the town,LIFESTYLE,3.6,126.0,1.4,5000.0,Paid,2.49,Everyone,Lifestyle,"June 22, 2018",8,4.1 and up,1
5372,Coast To Coast AM Insider,NEWS_AND_MAGAZINES,3.9,4581.0,21.0,100000.0,Free,0.0,Everyone,News & Magazines,"January 4, 2018",5.0.108,4.4 and up,1
5373,I AM RICH PRO PLUS,FINANCE,4.0,36.0,41.0,1000.0,Paid,399.99,Everyone,Finance,"June 25, 2018",1.0.2,4.1 and up,1
5375,I Am Wizard,FAMILY,4.2,1493.0,57.0,100000.0,Free,0.0,Everyone,Strategy,"April 1, 2018",1.0.9,4.1 and up,1
5376,What Am I? - Brain Teasers,GAME,4.2,4537.0,15.0,100000.0,Free,0.0,Everyone,Trivia,"April 5, 2017",2.2,4.0.3 and up,1
5377,Who am I? (Biblical),GAME,4.5,5849.0,5.1,500000.0,Free,0.0,Everyone,Trivia,"September 13, 2017",1.2.2_comAds,4.0.3 and up,1
5378,DWWW 774 Ultimate AM Radio,NEWS_AND_MAGAZINES,4.7,327.0,31.0,10000.0,Free,0.0,Everyone,News & Magazines,"June 26, 2018",4.0.9,4.1 and up,1
5379,Anno: Build an Empire,FAMILY,3.5,33944.0,28.0,1000000.0,Free,0.0,Everyone 10+,Strategy,"March 10, 2016",2.0.0,4.1 and up,2
5380,Vikings: an Archer's Journey,GAME,4.5,10256.0,39.0,1000000.0,Free,0.0,Everyone,Action,"December 11, 2017",2.1.0,4.3 and up,1
5382,Trell: An app for Explorers | Best Wanderlust App,LIFESTYLE,4.6,8004.0,34.0,100000.0,Free,0.0,Teen,Lifestyle,"July 31, 2018",3.4.8,4.1 and up,4
5384,The Sims™ FreePlay,FAMILY,4.3,931503.0,31.0,10000000.0,Free,0.0,Teen,Simulation,"July 16, 2018",5.39.1,4.0.3 and up,4
5385,My Emma :),FAMILY,4.1,245839.0,76.0,10000000.0,Free,0.0,Everyone,Casual,"April 3, 2017",2.7.0,4.1 and up,1
5386,League of Gamers - Be an E-Sports Legend!,SPORTS,4.5,68072.0,40.0,5000000.0,Free,0.0,Everyone,Sports,"July 26, 2018",1.1.7,4.1 and up,1
5387,Draw a Stickman: EPIC Free,GAME,4.2,210317.0,46.0,10000000.0,Free,0.0,Everyone 10+,Adventure,"April 10, 2015",1.4.3.104,2.3.3 and up,2
5388,My Horse,FAMILY,4.5,1333338.0,8.7,10000000.0,Free,0.0,Everyone,Casual,"May 23, 2018",1.34.1,2.3.3 and up,1
5389,My Boo - Your Virtual Pet Game,FAMILY,4.4,899748.0,80.0,10000000.0,Free,0.0,Everyone,Casual,"August 3, 2018",2.11,4.1 and up,1
5390,Create apps fast with beautiful design and no code,BUSINESS,3.7,23729.0,24.0,1000000.0,Free,0.0,Everyone,Business,"May 14, 2018",7.2,4.4 and up,1
5391,THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511.0,21.0,5000000.0,Free,0.0,Teen,Action,"October 21, 2016",1.0.5,4.0.3 and up,4
5393,Diary with lock password,LIFESTYLE,4.3,179139.0,9.7,5000000.0,Free,0.0,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up,1
5394,Fast like a Fox,GAME,4.3,104389.0,12.0,5000000.0,Free,0.0,Everyone,Adventure,"April 17, 2018",1.4.0,4.2 and up,1
5397,Girls Craft: Exploration,FAMILY,3.8,130689.0,57.0,5000000.0,Free,0.0,Everyone 10+,Simulation,"August 3, 2018",1.32,4.2 and up,2
5398,The PCH App,LIFESTYLE,4.5,234971.0,81.0,1000000.0,Free,0.0,Everyone,Lifestyle,"July 25, 2018",2.8.7.78579,4.4 and up,1
5400,"Resume Builder Free, 5 Minute CV Maker & Templates",BUSINESS,4.4,72202.0,6.7,1000000.0,Free,0.0,Everyone,Business,"June 25, 2018",6.0,4.0.3 and up,1
5401,AO Surgery Reference,MEDICAL,4.7,2570.0,3.8,100000.0,Free,0.0,Everyone,Medical,"May 10, 2017",1.2.6,4.0 and up,1
5402,ao,FAMILY,3.5,14145.0,5.9,1000000.0,Free,0.0,Everyone,Strategy,"June 8, 2016",1.0.9,4.0 and up,1
5403,AO/OTA Fracture Classification,MEDICAL,4.9,25.0,46.0,5000.0,Free,0.0,Everyone,Medical,"April 17, 2018",1.0,5.0 and up,1
5404,AO Player,EVENTS,4.0,9.0,3.3,1000.0,Free,0.0,Everyone,Events,"December 20, 2017",1.1.4,4.4 and up,1
5405,Ao Oni2,GAME,4.1,21223.0,48.0,1000000.0,Free,0.0,Teen,Adventure,"April 20, 2018",1.6.6,4.1 and up,4
5406,A. O. Smith,TOOLS,4.2,32.0,33.0,10000.0,Free,0.0,Everyone,Tools,"May 21, 2018",3.0.22,4.0 and up,1
5408,Arena of Valor: 5v5 Arena Game,GAME,4.4,438911.0,99.0,10000000.0,Free,0.0,Teen,Action,"June 28, 2018",1.23.1.2,4.0.3 and up,4
5409,PlacarTv Futebol Ao Vivo,COMMUNICATION,4.1,2063.0,4.5,100000.0,Free,0.0,Everyone,Communication,"June 3, 2018",1.0.3,4.0 and up,1
5410,Virtual lover,FAMILY,4.6,45771.0,28.0,1000000.0,Free,0.0,Mature 17+,Entertainment,"June 8, 2018",1.39,4.1 and up,3
5411,The Hunt for the Lost Treasure,FAMILY,4.6,7148.0,8.1,100000.0,Paid,2.99,Everyone,Adventure;Brain Games,"September 13, 2017",1.8,4.0.3 and up,1
5412,Attack the Light,FAMILY,4.7,19209.0,21.0,100000.0,Paid,2.99,Everyone,Role Playing;Action & Adventure,"February 23, 2016",1.1.4,4.0 and up,1
5413,Princess Closet : Otome games free dating sim,FAMILY,4.5,29495.0,56.0,1000000.0,Free,0.0,Teen,Simulation,"May 24, 2018",1.11.0,4.0.3 and up,4
5415,365Scores - Live Scores,SPORTS,4.6,666246.0,25.0,10000000.0,Free,0.0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,1
5416,PES 2018 PRO EVOLUTION SOCCER,SPORTS,4.4,1721943.0,26.0,10000000.0,Free,0.0,Everyone,Sports,"June 27, 2018",2.3.2,5.0 and up,1
5417,Mobile Legends: Bang Bang,GAME,4.4,8219586.0,99.0,100000000.0,Free,0.0,Teen,Action,"July 24, 2018",1.2.97.3042,4.0.3 and up,4
5418,Heroes of Order & Chaos,FAMILY,4.2,690148.0,25.0,10000000.0,Free,0.0,Teen,Strategy,"October 27, 2017",Varies with device,Varies with device,4
5419,Kill Shot Bravo: Sniper FPS,GAME,4.4,579519.0,99.0,10000000.0,Free,0.0,Mature 17+,Action,"July 18, 2018",5.1,4.1 and up,3
5420,Tennis Champion 3D - Online Sports Game,SPORTS,4.0,170973.0,43.0,5000000.0,Free,0.0,Everyone,Sports,"June 6, 2018",2.1,4.1 and up,1
5421,Carnivores: Dinosaur Hunter,GAME,4.2,62636.0,17.0,1000000.0,Free,0.0,Teen,Action,"July 2, 2018",1.8.0,4.0.3 and up,4
5422,High School Simulator 2017,FAMILY,4.2,123136.0,80.0,5000000.0,Free,0.0,Mature 17+,Simulation,"June 25, 2018",1.0,4.0 and up,3
5423,Hopeless Land: Fight for Survival,GAME,4.2,250197.0,44.0,5000000.0,Free,0.0,Teen,Action,"July 12, 2018",1.0,4.1 and up,4
5426,Scanning body and undressing people,FAMILY,3.4,1012.0,12.0,100000.0,Free,0.0,Teen,Entertainment,"February 24, 2018",2.0,3.0 and up,4
5427,Ultimate Tennis,SPORTS,4.3,183004.0,100.0,10000000.0,Free,0.0,Everyone,Sports,"July 19, 2018",2.29.3118,4.0.3 and up,1
5428,Legion of Heroes,FAMILY,4.3,143087.0,69.0,1000000.0,Free,0.0,Everyone 10+,Role Playing,"July 12, 2018",1.9.22,4.0 and up,2
5429,Soccer Star 2018 Top Leagues · MLS Soccer Games,SPORTS,4.6,652940.0,90.0,10000000.0,Free,0.0,Teen,Sports,"July 5, 2018",1.3.5,4.1 and up,4
5430,Heroes Arena,GAME,4.2,336386.0,88.0,10000000.0,Free,0.0,Everyone 10+,Action,"July 24, 2018",2.0.1,4.0.3 and up,2
5431,virtual lover 3D,FAMILY,4.6,5195.0,64.0,100000.0,Free,0.0,Mature 17+,Entertainment,"April 18, 2018",1.3,4.1 and up,3
5432,Range Master: Sniper Academy,SPORTS,4.1,91935.0,39.0,10000000.0,Free,0.0,Everyone,Sports,"April 26, 2018",2.1.3,4.1 and up,1
5433,DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624.0,54.0,10000000.0,Free,0.0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,4
5434,FC Barcelona Official App,SPORTS,4.6,92522.0,56.0,5000000.0,Free,0.0,Everyone,Sports,"July 26, 2018",4.0.14,4.1 and up,1
5435,Can Your Pet? : Returns - Teen,FAMILY,4.3,45370.0,14.0,1000000.0,Free,0.0,Teen,Simulation,"August 2, 2018",2.59.8,2.3 and up,4
5437,Bubbu – My Virtual Pet,FAMILY,4.7,394842.0,75.0,10000000.0,Free,0.0,Everyone,Casual;Pretend Play,"August 4, 2018",1.50,4.1 and up,1
5438,3D Tennis,SPORTS,4.2,1008012.0,13.0,50000000.0,Free,0.0,Everyone,Sports,"December 5, 2017",1.7.7,2.1 and up,1
5439,Start the Hunt for the Lost Treasure,FAMILY,3.8,302.0,8.1,10000.0,Free,0.0,Everyone,Puzzle;Brain Games,"September 13, 2017",1.4,4.0.3 and up,1
5441,Scanning under clothes (prank),FAMILY,3.7,1443.0,20.0,100000.0,Free,0.0,Mature 17+,Entertainment,"January 18, 2018",3.0,2.3 and up,3
5442,WGT Golf Game by Topgolf,SPORTS,4.3,148083.0,57.0,10000000.0,Free,0.0,Everyone,Sports,"July 24, 2018",1.42.2,4.1 and up,1
5443,3D Holograms Joke,FAMILY,2.9,31596.0,31.0,5000000.0,Free,0.0,Teen,Simulation,"December 23, 2016",1.5,2.3 and up,4
5444,Weaphones™ Gun Sim Free Vol 1,FAMILY,4.3,598975.0,39.0,10000000.0,Free,0.0,Everyone,Simulation,"January 17, 2018",2.4.0,4.0 and up,1
5445,Hidden Objects Treasure Hunt Adventure Games,FAMILY,4.3,275.0,29.0,10000.0,Free,0.0,Everyone,Puzzle,"July 9, 2018",1.0.1,4.4 and up,1
5446,Live Camera Viewer ★ World Webcam & IP Cam Streams,TRAVEL_AND_LOCAL,4.0,64164.0,3.6,10000000.0,Free,0.0,Everyone,Travel & Local,"April 7, 2018",1.9,4.1 and up,1
5447,Body scanner (prank),FAMILY,3.3,16063.0,3.8,1000000.0,Free,0.0,Teen,Casual,"June 2, 2016",3.0,2.3 and up,4
5448,AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616.0,4.6,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,2
5449,AP ENPS Mobile,PRODUCTIVITY,4.1,22.0,545.0,5000.0,Free,0.0,Everyone,Productivity,"March 8, 2016",8.0.0130,4.4 and up,1
5450,AP® Guide,FAMILY,5.0,3.0,2.1,1000.0,Free,0.0,Everyone,Education,"July 31, 2017",1.3,4.0.3 and up,1
5451,WiFi Access Point (hotspot),COMMUNICATION,3.9,684.0,61.0,100000.0,Free,0.0,Everyone,Communication,"May 14, 2015",1.1.2,2.3 and up,1
5452,AP Mobile,FAMILY,4.6,117.0,13.0,10000.0,Free,0.0,Everyone,Education,"November 21, 2017",1.03,6.0 and up,1
5453,AP Manager,TOOLS,4.0,177.0,2.8,10000.0,Free,0.0,Everyone,Tools,"May 4, 2015",1.0.8,2.3 and up,1
5454,AP App for Android™,NEWS_AND_MAGAZINES,3.6,188.0,9.9,10000.0,Free,0.0,Everyone,News & Magazines,"May 12, 2016",1.0,4.0 and up,1
5455,Access Point Finder,LIFESTYLE,4.0,22.0,2.5,10000.0,Free,0.0,Everyone,Lifestyle,"September 6, 2016",1.0,3.0 and up,1
5456,AP English Language: Practice Tests and Flashcards,FAMILY,4.5,19.0,5.4,5000.0,Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,1
5458,AP Planner,FAMILY,2.9,45.0,1.3,5000.0,Free,0.0,Everyone,Education,"August 3, 2015",1.1,2.1 and up,1
5459,Access Point Browser,TOOLS,4.2,25.0,2.5,1000.0,Free,0.0,Everyone,Tools,"September 22, 2017",3.11,4.3 and up,1
5460,AP Installer,TOOLS,4.5,23.0,283.0,5000.0,Free,0.0,Everyone,Tools,"July 20, 2018",13,3.2 and up,1
5462,Study AP World History,FAMILY,4.6,513.0,1.6,10000.0,Free,0.0,Everyone,Education,"July 18, 2016",1.1.2,4.0.3 and up,1
5463,UniFi,TOOLS,4.7,11018.0,25.0,500000.0,Free,0.0,Everyone,Tools,"July 25, 2018",1.7.0,4.1 and up,1
5464,Ap Video Downloader for fb New 2018,TOOLS,4.2,676.0,5.4,100000.0,Free,0.0,Everyone,Tools,"July 31, 2018",3.0.188,4.0.3 and up,1
5465,AP Government Review,FAMILY,4.7,3.0,1.5,1000.0,Paid,2.99,Everyone,Education,"March 14, 2017",1.1,4.0.3 and up,1
5466,"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",TOOLS,4.7,3.0,5.3,10.0,Paid,2.99,Everyone,Tools,"May 27, 2018",1.0.15,4.4 and up,1
5467,HotSpot Tethering Free/WiFi AP,TOOLS,3.9,478.0,2.0,100000.0,Free,0.0,Everyone,Tools,"September 12, 2016",2.003,2.3 and up,1
5468,AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,4.7,55.0,5.4,10000.0,Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,1
5469,AP Flashcards,FAMILY,3.7,88.0,41.0,10000.0,Free,0.0,Everyone,Education,"August 30, 2015",1.3.14,3.1 and up,1
5470,AP World History: Practice Tests and Flashcards,FAMILY,4.8,21.0,5.4,5000.0,Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,1
5471,Access Point Names,COMMUNICATION,4.0,138.0,2.4,10000.0,Free,0.0,Everyone,Communication,"August 12, 2014",1.0,2.3.3 and up,1
5472,"AP Biology Prep: Practice Tests, Flashcards",FAMILY,4.6,87.0,5.4,10000.0,Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,1
5473,AP Biology Study Guide + Quiz,FAMILY,4.4,105.0,9.0,10000.0,Free,0.0,Everyone,Education,"March 22, 2016",1.5.1,4.1 and up,1
5474,Reuters News,NEWS_AND_MAGAZINES,4.3,13166.0,25.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.4.4,4.1 and up,2
5475,500 AP World History Questions,FAMILY,4.7,7.0,1.2,100.0,Paid,9.99,Everyone,Education,"November 1, 2013",1.2,1.6 and up,1
5476,AP Themes for Kustom/KLWP,PERSONALIZATION,3.6,5.0,45.0,500.0,Paid,1.49,Everyone,Personalization,"September 1, 2017",1.8.2,4.4 and up,1
5477,AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,4.4,29.0,5.3,5000.0,Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,1
5478,Fate GO Ap Counter,TOOLS,4.6,70.0,3.2,1000.0,Free,0.0,Everyone,Tools,"January 19, 2018",1.1.4,4.1 and up,1
5479,iScore5 AP Psych,FAMILY,2.9,10.0,73.0,100.0,Paid,4.99,Everyone,Educational,"April 25, 2017",2.0,4.0.3 and up,1
5481,AP Psychology Prep: Practice Tests and Flashcards,FAMILY,4.5,242.0,5.4,50000.0,Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,1
5482,meStudying: AP English Lit,FAMILY,5.0,1.0,655.0,10.0,Paid,4.99,Everyone,Education,"August 31, 2013",1.3,2.0.1 and up,1
5483,APN Settings,TOOLS,3.7,3743.0,5.6,1000000.0,Free,0.0,Everyone,Tools,"August 3, 2018",6.4,4.1 and up,1
5485,AP Math & Computer Science,FAMILY,3.7,37.0,9.5,5000.0,Free,0.0,Everyone,Education,"July 19, 2015",2.16,2.3 and up,1
5487,AP Statistics Prep: Practice Tests and Flashcards,FAMILY,4.2,19.0,5.4,5000.0,Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,1
5488,eChallan Andhra Pradesh (AP),SOCIAL,3.0,5.0,2.6,1000.0,Free,0.0,Teen,Social,"February 15, 2018",1.0.0.4,4.1 and up,4
5489,AP Art History Flashcards,FAMILY,5.0,1.0,96.0,10.0,Paid,29.99,Mature 17+,Education,"January 19, 2016",3.30,4.0 and up,3
5490,True Skate,SPORTS,4.4,129409.0,73.0,1000000.0,Paid,1.99,Everyone,Sports,"August 4, 2018",1.5.1,4.0.3 and up,1
5491,AP European History: Practice Tests and Flashcards,FAMILY,4.7,7.0,5.4,1000.0,Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,1
5492,AdventureQuest 3D MMO,FAMILY,4.3,22667.0,35.0,1000000.0,Free,0.0,Teen,Role Playing,"July 26, 2018",1.10.1,4.4 and up,4
5493,AdventureQuest Dragons,FAMILY,3.9,10114.0,48.0,100000.0,Free,0.0,Everyone,Casual,"June 13, 2018",1.0.63,4.0 and up,1
5496,Undead Assault,GAME,4.3,4704.0,37.0,100000.0,Free,0.0,Everyone 10+,Arcade,"November 4, 2015",1.4.6,2.3 and up,2
5501,Adventure Quest World Mobile Quiz,FAMILY,4.6,28.0,26.0,500.0,Free,0.0,Everyone,Puzzle,"January 16, 2018",3.1.6z,4.0.3 and up,1
5502,Aqw&3d Design Notes Manager,FAMILY,4.5,11.0,2.9,500.0,Free,0.0,Everyone,Entertainment,"August 15, 2017",3.0,4.0.3 and up,1
5503,AQ Aspergers Test,MEDICAL,3.9,265.0,714.0,10000.0,Free,0.0,Everyone,Medical,"October 14, 2015",1.4.0,2.3.3 and up,1
5504,Guess the Class 🔥 AQW,GAME,4.7,57.0,12.0,1000.0,Free,0.0,Everyone,Word,"November 1, 2017",1.0.0,4.1 and up,1
5506,AQ Ria Retail,FAMILY,5.0,4.0,52.0,50.0,Free,0.0,Everyone,Education,"April 3, 2018",1.1,4.1 and up,1
5509,Wowkwis aq Ka'qaquj,FAMILY,5.0,1.0,49.0,10.0,Free,0.0,Everyone,Education;Education,"February 16, 2018",1.0,4.0.3 and up,1
5514,ClanHQ,COMMUNICATION,2.7,560.0,37.0,10000.0,Free,0.0,Everyone,Communication,"July 25, 2018",1.0.21,4.4 and up,1
5515,QuickShortcutMaker,PERSONALIZATION,4.6,41000.0,2.0,1000000.0,Free,0.0,Everyone,Personalization,"February 23, 2014",2.4.0,1.6 and up,1
5517,Iron Blade,GAME,4.4,161637.0,82.0,10000000.0,Free,0.0,Mature 17+,Action,"July 18, 2018",1.7.0m,4.0.3 and up,3
5520,Dungeon Boss – Strategy RPG,FAMILY,4.4,218881.0,37.0,5000000.0,Free,0.0,Everyone 10+,Role Playing,"March 28, 2018",0.5.10011,4.0.3 and up,2
5521,Questland: Turn Based RPG,FAMILY,4.6,31134.0,48.0,1000000.0,Free,0.0,Everyone 10+,Role Playing,"August 2, 2018",1.10.6,4.1 and up,2
5522,Order & Chaos 2: 3D MMO RPG,FAMILY,4.1,242722.0,54.0,10000000.0,Free,0.0,Teen,Role Playing,"July 9, 2018",3.1.2b,4.0.3 and up,4
5523,Dungeon Quest,FAMILY,4.5,244039.0,46.0,5000000.0,Free,0.0,Everyone 10+,Role Playing,"June 4, 2018",3.0.5.2,4.0 and up,2
5524,Dungeon Hunter 5 – Action RPG,FAMILY,4.2,720685.0,51.0,10000000.0,Free,0.0,Teen,Role Playing,"June 21, 2018",3.6.1a,4.0.3 and up,4
5525,"Grow Stone Online : 2d pixel RPG, MMORPG game",FAMILY,4.7,84389.0,48.0,1000000.0,Free,0.0,Everyone,Role Playing,"August 5, 2018",1.375,4.0.3 and up,1
5526,Evil Apples: A Dirty Card Game,GAME,4.3,137696.0,55.0,5000000.0,Free,0.0,Mature 17+,Word,"July 19, 2018",2.3.3,4.2 and up,3
5528,Knightfall™ AR,FAMILY,4.2,254.0,25.0,10000.0,Free,0.0,Teen,Strategy,"March 17, 2018",1.0,7.0 and up,4
5529,Ghost Snap AR Horror Survival,GAME,3.8,898.0,33.0,100000.0,Free,0.0,Teen,Adventure,"December 21, 2016",1.2.3.1,2.3 and up,4
5530,The Walking Dead: Our World,GAME,4.0,22435.0,100.0,1000000.0,Free,0.0,Teen,Action,"August 1, 2018",1.1.0.3,5.0 and up,4
5531,Jurassic World™ Alive,FAMILY,4.3,308944.0,70.0,5000000.0,Free,0.0,Everyone 10+,Simulation,"August 2, 2018",1.3.15,4.4 and up,2
5533,Sketchfab,FAMILY,4.3,906.0,9.2,50000.0,Free,0.0,Mature 17+,Entertainment,"March 9, 2018",0.46.0,4.4 and up,3
5534,Ingress,GAME,4.3,391325.0,43.0,10000000.0,Free,0.0,Everyone,Adventure,"June 20, 2018",1.131.2,4.0 and up,1
5535,My Tamagotchi Forever,FAMILY,4.3,28735.0,91.0,1000000.0,Free,0.0,Everyone,Casual,"August 1, 2018",1.12.0.1654,4.2 and up,1
5536,"Egg, Inc.",FAMILY,4.7,580160.0,29.0,5000000.0,Free,0.0,Everyone,Simulation,"June 13, 2018",1.7.5,4.0.3 and up,1
5538,Flat Pack,GAME,4.4,862.0,44.0,100000.0,Free,0.0,Everyone 10+,Action,"March 16, 2018",1.0.4,7.0 and up,2
5539,Crayola Color Blaster,GAME,3.8,17.0,30.0,1000.0,Free,0.0,Everyone,Arcade,"March 13, 2018",1.5,7.0 and up,1
5540,Guns of Boom - Online Shooter,GAME,4.6,1226514.0,99.0,10000000.0,Free,0.0,Teen,Action,"July 20, 2018",4.4.4,4.1 and up,4
5541,Guns Royale - Multiplayer Blocky Battle Royale,GAME,4.6,19070.0,90.0,100000.0,Free,0.0,Everyone 10+,Action,"August 4, 2018",1.0,Varies with device,2
5542,Build.com - Shop Home Improvement & Expert Advice,HOUSE_AND_HOME,4.5,118.0,72.0,50000.0,Free,0.0,Everyone,House & Home,"July 10, 2018",3.7.1,5.0 and up,1
5543,Wayfair - Shop All Things Home,SHOPPING,4.5,20247.0,47.0,5000000.0,Free,0.0,Everyone,Shopping,"August 3, 2018",4.70.30,4.1 and up,1
5544,NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63640.0,23.0,10000000.0,Free,0.0,Everyone 10+,News & Magazines,"August 1, 2018",6.19.5,4.4 and up,2
5546,Stack It AR,GAME,3.8,1363.0,26.0,100000.0,Free,0.0,Everyone,Arcade,"June 29, 2018",1.1.4,4.0 and up,1
5547,"ARuler - AR Ruler app, Measure tools",TOOLS,4.3,1602.0,5.0,100000.0,Free,0.0,Everyone,Tools,"August 3, 2018",1.1.7,7.0 and up,1
5549,Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,3.7,128.0,20.0,10000.0,Free,0.0,Everyone,Entertainment,"March 8, 2018",1.2.2.122,7.0 and up,1
5550,AR Remote Car,FAMILY,3.2,1354.0,30.0,100000.0,Free,0.0,Everyone,Simulation,"August 12, 2017",2.14,4.0 and up,1
5551,Solar System AR ( ARCore ),FAMILY,4.0,211.0,37.0,10000.0,Free,0.0,Everyone,Entertainment,"July 23, 2018",0.8.6,7.0 and up,1
5552,Super AR,FAMILY,3.8,410.0,28.0,10000.0,Free,0.0,Teen,Entertainment,"December 18, 2017",2.1,4.0 and up,4
5553,Spacecraft AR,FAMILY,4.4,83.0,85.0,10000.0,Free,0.0,Everyone,Education,"June 28, 2018",1.2,7.0 and up,1
5555,MCRAFT AR - EDITOR,FAMILY,3.4,131.0,22.0,5000.0,Free,0.0,Everyone,Simulation,"June 24, 2018",1.0,4.1 and up,1
5556,Jenga® AR,FAMILY,2.9,53.0,82.0,10000.0,Free,0.0,Everyone,Puzzle,"March 17, 2018",1.0.1,7.0 and up,1
5557,Nightenfell: Shared AR,GAME,4.5,20.0,65.0,1000.0,Paid,0.99,Everyone 10+,Action,"March 27, 2018",1.0.0,7.0 and up,2
5558,Portal AR - Step Into Scotland,TRAVEL_AND_LOCAL,3.7,25.0,43.0,5000.0,Free,0.0,Everyone,Travel & Local,"June 4, 2018",1.4,7.0 and up,1
5559,Arcraft - AR Sandbox,GAME,3.8,469.0,80.0,10000.0,Free,0.0,Everyone,Adventure,"May 19, 2017",1.4,4.0 and up,1
5560,Augment - 3D Augmented Reality,BUSINESS,4.1,25195.0,21.0,1000000.0,Free,0.0,Everyone,Business,"February 26, 2018",v3.4.0-3,4.0.3 and up,1
5561,Satellite AR,BOOKS_AND_REFERENCE,4.1,9636.0,93.0,1000000.0,Free,0.0,Everyone,Books & Reference,"September 22, 2011",2.4,2.1 and up,1
5562,Figment AR,FAMILY,3.7,22.0,90.0,5000.0,Free,0.0,Everyone,Entertainment,"July 10, 2018",1.0,7.0 and up,1
5563,AR Tank Battle,GAME,3.6,153.0,67.0,10000.0,Free,0.0,Everyone,Action,"December 31, 2016",1.3,4.0 and up,1
5565,Paint Space AR,FAMILY,3.0,17.0,32.0,1000.0,Free,0.0,Everyone,Entertainment,"March 7, 2018",1.1,7.0 and up,1
5566,"Just a Line - Draw Anywhere, with AR",FAMILY,4.1,1152.0,2.7,100000.0,Free,0.0,Everyone,Entertainment,"May 30, 2018",2.0.0,7.0 and up,1
5567,AR Toybox - Augmented Reality Demos,FAMILY,3.8,20.0,36.0,1000.0,Free,0.0,Everyone,Simulation,"August 17, 2017",1.0.2,4.1 and up,1
5568,"Mind Map AR, Augmented Reality ARCore Mind Mapping",PRODUCTIVITY,4.2,29.0,35.0,5000.0,Free,0.0,Everyone,Productivity,"July 26, 2018",1.23,7.0 and up,1
5569,【Miku AR Camera】Mikuture,FAMILY,4.4,36268.0,41.0,1000000.0,Free,0.0,Teen,Entertainment,"April 25, 2017",3.0.15,4.2 and up,4
5571,Summer Camp Island AR,FAMILY,3.6,740.0,71.0,50000.0,Free,0.0,Everyone,Simulation,"July 5, 2018",1.0.2,4.4 and up,1
5572,AR Sport Cars,FAMILY,3.6,284.0,70.0,10000.0,Free,0.0,Everyone,Simulation,"June 10, 2017",1.0,4.1 and up,1
5573,AS - News and sports results.,SPORTS,3.7,20879.0,22.0,1000000.0,Free,0.0,Everyone,Sports,"June 9, 2018",5.1.13,4.1 and up,1
5574,MARCA - Diario Líder Deportivo,SPORTS,3.9,76340.0,14.0,5000000.0,Free,0.0,Everyone,Sports,"July 25, 2018",6.3.3,4.1 and up,1
5577,AS Guía de las Ligas 2017-2018,SPORTS,4.1,4374.0,53.0,100000.0,Free,0.0,Everyone,Sports,"September 14, 2017",1.0.10,4.1 and up,1
5578,Sleep as Android Unlock,LIFESTYLE,4.5,23966.0,872.0,1000000.0,Paid,5.99,Everyone,Lifestyle,"June 27, 2018",20180608,4.0 and up,1
5579,Sleep as Android Gear Addon,HEALTH_AND_FITNESS,2.8,961.0,1.3,100000.0,Free,0.0,Everyone,Health & Fitness,"February 27, 2018",1.5,4.0 and up,1
5580,Sleep as Android Garmin Addon,HEALTH_AND_FITNESS,2.6,114.0,1.6,10000.0,Free,0.0,Everyone,Health & Fitness,"June 20, 2018",20180620,2.3 and up,1
5582,Sonic the Hedgehog™ Classic,GAME,4.4,125652.0,56.0,10000000.0,Free,0.0,Everyone,Action,"June 18, 2018",3.3.0,4.2 and up,1
5583,The Aether: Life as a God,FAMILY,4.1,1407.0,3.4,100000.0,Free,0.0,Everyone 10+,Role Playing,"March 12, 2018",1.0.5,4.0 and up,2
5584,CAPTCHA Pack for Sleep as Android,LIFESTYLE,4.0,448.0,3.1,50000.0,Free,0.0,Everyone,Lifestyle,"June 8, 2018",1.3,2.3 and up,1
